ardf_num,mrds_num,site,location,quad_250,quad_63360,comm_main,comm_other,ore,gangue,site_type,status,production,dep_model,model_code,alteration,geol_desc,work_expl,comments,expand_ref,rept_names,rept_date,age,rept_aff,prod_notes,reserves,prime_ref,latitude,longitude,datum,source_datum
NM159,10307974,Unnamed (on present beach of Norton Sound),Placer gold on the modern beach of Norton Sound was discovered at Nome in 1899.  The beach was mined from Quartz Creek to the west (in the Nome C-3 quadrangle) to Cape Nome to the east (in the Nome B-1 quadrangle). The segment of the  beach discussed here,NM,C-2,Au,"Ti, W","Gold, ilmenite, magnetite, pyrite, scheelite",Garnet,Mine,Probably inactive,Yes; medium,Holocene beach placer formed by winnowing by wave action and long-shore currents.,,,"Relatively small amounts of  so called beach gold were recovered from the segment of the modern beach between Snake River and a point just west of Quartz Creek in the Nome C-3 quadrangle (Collier and others, 1908).  Although some of the gold in this segme","The beach placers were discovered in 1899 and were worked immediately after discovery.  In 1899, as much as 1,000,000 dollars (nearly 50,000 ounces) was recovered from the beach deposits, mostly, however, on the more productive segment east of the Nome C-",,"Brooks, A.H., Richardson, G.B., Collier, A.J., and W.C. Mendenhall, 1901, A reconnaissance in the Cape Nome and adjacent gold fields of Seward Peninsula, Alaska, in 1900:  U.S. Geological Survey Special Publication, p. 1-185, maps.|Bundtzen, T.K., Reger,",C.C. Hawley and Travis L. Hudson,3/12/2000,Holocene.,"Hawley Resource Group, Inc.",,Local concentrations of gold are still produced during winter storms.,"Schrader and Brooks, 1900",64.631935,-165.748762,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM160,10307975,Wheel Creek,Wheel Creek is a small west tributary to Penny River.  The mouth of Wheel Creek is about 4.2 miles up Penny River from the Nome-Teller road.,NM,C-2,Au,Ba,Gold,,Occurrence,Inactive,None,"Alluvial placer Au (Cox and Singer, 1986; model 39a).",39a,,Gold was panned on Wheel Creek in 1991 during the Kennecott Exploration Company evaluation of the area. Herreid (1970) also reported a barium geochemical anomaly on the creek.  The creek apparently follows a steep east-striking fault that cuts through mas,Very limited stream sediment sampling and panning has taken place here.,"Wheel Creek appears too narrow and steep to contain a significant placer deposit, but the occurrence indicates the presence of lode deposits in the drainage.","Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of the Nome mining district: Alaska Division of Geological and Geophysical Surveys, Public Data",C.C. Hawley and Travis L. Hudson,3/12/2000,Quaternary.,"Hawley Resource Group, Inc.",,,This report,64.645738,-165.640962,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM161,10307976,Cleveland Creek,"This occurrence, called the Cleveland Creek gossan by Herreid (1970), is at an elevation of about 600 feet on the south side of hill 738 in the headwaters of Cleveland Creek, an east tributary to Cripple River. The occurrence was mapped by Bundtzen and ot",NM,C-2,Fe,"Pb, Zn","Goethite, hematite",Dolomite,Occurrence,Probably inactive,None,Iron oxide vein and replacement of marble and schist.,,Dolomitization.,"An iron oxide occurrence lies on the south side of hill 738 in the headwaters of Cleveland Creek in or adjacent to the massive marble unit of Bundtzen and others (1994)   Herreid (1970, p. 18) called this the Cleveland Creek gossan and found anomalous amo",Surface exposures in natural outcrop and rubble crop; some geochemical sampling by Herried (1970).,,"Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of the Nome mining district: Alaska Division of Geological and Geophysical Surveys, Public Data",C.C. Hawley and Travis L. Hudson,3/12/2000,"Post mid-Cretaceous, the age of regional metamophism of the country rocks.","Hawley Resource Group, Inc.",,,"Herreid, 1970",64.659137,-165.721964,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM162,A012970,Willow Creek,Willow Creek is a west tributary to lower Penny River.  The mouth of Willow Creek is about 500 feet down Penny River from the Nome-Teller road.  The location is the approximate mid-point of patented claims that extend for about 2.5 miles along the creek.,NM,C-2,Au,Sn,"Cassiterite, gold",,Mine,Probably inactive,Yes,"Alluvial placer Au (Cox and Singer, 1986; model 39a).",39a,,"A placer gold deposit on Willow Creek was mined as early as 1914 (Eakin, 1915 [B 622-I, p. 369-370]).  Claims were patented about 1924, and activity continued at least until 1965 (Heiner and Porter, 1972, Kardex site Kx 52-100; Alaska Division of Geologic",Open cut mining took place before 1914.  A large block of claims was patented by 1924.,,"Alaska Division of Geological and Geophysical Surveys, 1982, Mining claim location maps -- Nome quadrangle: Alaska Division of Geological and Geophysical Surveys, 8 p., 3 sheets, scales 1:63,360 and 1:250,000.|Bundtzen, T.K., Reger, R.D., Laird, G.M., Pin",C.C. Hawley and Travis L. Hudson,3/12/2000,Quaternary.,"Hawley Resource Group, Inc.",,,"Eakin, 1915",64.598936,-165.695158,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM163,A012785,Steiner,"The Steiner prospect is reported to be about 1 mile west of Penny River, 4.5 miles north from the coast, at an elevation of 200 feet, and south of an unnamed east-flowing stream immediately south of Willow Creek (Cathcart, 1922, p. 256, figure 9).  This i",NM,C-2,Au,,"Gold, pyrite","Calcite, feldspar, quartz",Prospect,Inactive,No,"Low-sulfide Au-quartz vein (Cox and Singer, 1986; model 36a).",36a,Pyritization.,"Cathcart (1922, p. 256) reports that a 105-foot shaft was sunk on a 5- to10- foot-wide, east-striking, quartz-feldspar vein.  The vein was followed 60 feet in the shaft and lost.  Values of 7 dollars per ton (about 0.35 ounce of gold per ton) were reporte","Uncertain; 105-foot shaft with 220 feet of drifting reported by Cathcart (1922), but Mertie (1918 [B 662-I, p. 427]) reported a 135-foot shaft with 100 feet of drifting at a nearby location, if not this one.",,"Cathcart, S.H., 1922, Metalliferous lodes in southern Seward Peninsula:  U.S. Geological Survey Bulletin 722-F, p. 163-261.|Cobb, E.H., 1972, Metallic mineral resources map of the Nome quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studie",C.C. Hawley and Travis L. Hudson,3/12/2000,Mid-Cretaceous or younger; vein crosscuts metamorphic rocks.,"Hawley Resource Group, Inc.",,,"Mertie, 1918",64.591035,-165.687957,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM164,10307977,Unnamed (ridge between Butterfield and upper Bangor Creeks),"This occurrence is at an elevation of about 1,250 feet on the ridge crest between the headwaters of Bangor and Butterfield Creeks in the northwest Nome C-2 quadrangle.  Mining claims were located on intensely deformed quartz-rich schist, probably before 1",NM,C-2,Au,As,,,Occurrence,Inactive,None,Metamorphosed low-sulfide Au-quartz veins?,,Pre-metamorphism quartz veining or replacement?,"This occurrence is at or near the crest of an antiform where intensely deformed schist contains weakly mineralized quartz, including quartz rods (Kennecott Exploration Company, written communication, 1992).   The quartz rods and linear elements in the sch",Claims staking and surface prospecting appears to have taken place here before 1920.,,,C.C. Hawley and Travis L. Hudson,3/12/2000,"Mineralization either predates regional metamorphism or took place during a ductile stage of  deformation, possibly mid-Cretaceous.","Hawley Resource Group, Inc.",,,This report,64.689341,-165.516965,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM165,D002583; A012823,Boulder Creek; Claus Rodine,"Boulder Creek is a west tributary to Snake River; it flows east from headwaters in the eastern Nome C-2 quadrangle.  The prospect is on the south side of Boulder Creek, approximately at the elevation of a prominent ditch and about 1,100 feet above the con",NM,C-2,"As, Sb","Au, Pb, W","Arsenopyrite, galena, gold, scheelite, stibnite","Ankerite, quartz",Prospect,Inactive,None,"Low-sulfide Au-quartz veins (Cox and Singer, 1986; model 36a).",36a,Sulfidation of schist and ankeritization of marble.,"The Boulder Creek or Claus Rodine prospect is a complex deposit related generally to the Rodine fault (Bundtzen and others, 1994).  The prospect was first reported by Mertie (1918 [B 662-I, p. 427-429]), who noted that a 50-pound pod of stibnite had been",An adit had been driven about 87 feet when the prospect was visited by Mertie in 1916; it was subsequently extended a few more feet.  The prospect had power from a small Pelton wheel that was still at the site in 1995.   A large soil geochemistry survey w,,"Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of the Nome mining district: Alaska Division of Geological and Geophysical Surveys, Public Data",C.C. Hawley and Travis L. Hudson,3/12/2000,"Mid-Cretaceous; postdates regional metmorphism and is probably similar in age to other low-sulfide Au-quartz veins of the Nome district (see, for example, the Divide prospect, NM058).","Hawley Resource Group, Inc.",A small amout of high-grade stibnite ore may have been mined.,,This report,64.64974,-165.520761,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM166,A012893; D002580,Twin Mountain Creek (Yellow Bird claims),Twin Mountain Creek (shown as Twin Mtn Ck onthe map) is a north tributary of Boulder Creek.  Boulder Creek is a west tributary to Snake River; it flows east from headwaters in the eastern Nome C-2 quadrangle. Twin Mountain Creek and a series of west side,NM,C-2,Au,W,"Gold, scheelite",,Mine,Inactive,Yes; small,"Alluvial placer Au-W and residual deposits (Cox and Singer, 1986; model 39a).",39a,,"A shallow placer deposit on Twin Mountain Creek (shown as Twin Mtn Ck on the map) just above Boulder Creek was worked in 1903 and earlier, but apparently without profit (Collier and others, 1908, p. 197).  Prospecting during World War I resulted in discov","Gold was discovered and some was placer mined in Twin Mountain Creek (shown as Twin Mtn Ck on the map) in 1900 (Brooks and others, 1901, p. 80).  The lower part of the creek was mined unsuccessfully before 1903.  Other mining took place in 1916 when schee",,"Brooks, A.H., Richardson, G.B., Collier, A.J., and W.C. Mendenhall, 1901, A reconnaissance in the Cape Nome and adjacent gold fields of Seward Peninsula, Alaska, in 1900:  U.S. Geological Survey Special Publication, p. 1-185, maps.|Bundtzen, T.K., Reger,",C.C. Hawley and Travis L. Hudson,3/12/2000,Quaternary.,"Hawley Resource Group, Inc.",At least 500 pounds of scheelite were produced from the residual placers on the benches west of Twin Mountain Creek.,,This report,64.659841,-165.502862,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM167,A012824; A012820,Unnamed (Boulder Creek east bench),This prospect is on the bench east of the mouth of Twin Mountain Creek  (Twin Mtn Ck on the map) and north of Boulder Creek.  Boulder Creek is a west tributary to Snake River; it flows east from headwaters in the eastern Nome C-2 quadrangle.  Mineralizati,NM,C-2,Au,"As, W (?)","Arsenopyrite, pyrite, scheelite (?)",Quartz,Prospect,Inactive,None,"Low-sulfide Au-quartz veins (Cox and Singer, 1986; model 36a).",36a,Sulfidation of schist.,This prospect was discovered in 1992 by following up results of a soil geochemistry survey.  Mineralization continues to the south and the prospect is also probably related to quartz and sulfide vein mineralization reported as the Dakota group of some 13,Kennecott Exporation Company completed about 900 feet of trenches in 1992 to follow up arsenic and gold soil anomalies on the bench northeast of the confluence of Twin Mountain and Boulder Creek. The trenches were backfilled and reclaimed after mapping an,"The northwesterly trending mineralization at this prospect may be cut off or displaced by the Rodine fault (Bundtzen and others, 1994).","Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of the Nome mining district: Alaska Division of Geological and Geophysical Surveys, Public Data",C.C. Hawley and Travis L. Hudson,3/12/2000,"Mid-Cretaceous; postdates regional metmorphism and is probably similar in age to other low-sulfide Au-quartz veins of the Nome district (see, for example, the Divide prospect, NM058).","Hawley Resource Group, Inc.",,,This report,64.64954,-165.504761,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM168,AO12892; D002584,Boulder Creek,Boulder Creek is a west tributary to Snake River; it flows east from headwaters in the eastern Nome C-2 quadrangle.  An alluvial placer gold deposit was worked downstream from the Boulder Creek lode prospect (NM165) over a distance of about a mile. The lo,NM,C-2,Au,"Bi, Sb, W","Bismuth, gold, hematite, ilmenite, magnetite, scheelite, stibnite",,Mine,Inactive,Yes; medium,"Alluvial placer Au (Cox and Singer, 1986; model 39a).",39a,Marble is altered to ankerite.,"An alluvial placer gold deposit was worked downstream from the Boulder Creek lode prospect (NM165) over a distance of about a mile. The locality was known shortly after the discovery of the Nome district (Collier and others, 1908, p. 196), and mining clai","Boulder Creek was worked from about 1900 until as late as 1924 (Smith, 1924).  It probably had a moderate amount of production.  Collier and others (1908) reported that the gold was coarse but that miners in 1903 were making little more than wages.  Place",,"Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of the Nome mining district: Alaska Division of Geological and Geophysical Surveys, Public Data",C.C. Hawley and Travis L. Hudson,3/12/2000,Quaternary.,"Hawley Resource Group, Inc.",,,"Collier and others, 1908",64.64654,-165.510061,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM169,A012969; D002591,Sledge Creek,Sledge Creek is a west tributary to Snake River.  A placer gold deposit has been mined at the surface near the point where the creek enters the Snake River valley and was drift mined at unknown locations.  The location is the site of surface mining.  It i,NM,C-2,Au,"Ag, Sn, W","Cassiterite (?), gold, scheelite",,Prospect,Probably inactive,Yes; small,"Alluvial placer Au (Cox and Singer, 1986; model 39a).",39a,,"Sledge Creek has been mined at the surface in a shallow deposit near where the creek emerges from the hills and enters the Snake River valley. Drift mining at two unknown locations was also reported by Mertie (1918 [B 662-I, p. 454]).  Patented claim U.S.","Drift mining reported in 1916; small open-cut surface mining on and below U.S. Mineral Survey No. 1343 probably took place in about 1925 (Heiner and Porter, 1972).",,"Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of the Nome mining district: Alaska Division of Geological and Geophysical Surveys, Public Data",C.C. Hawley and Travis L. Hudson,3/12/2000,Quaternary.,"Hawley Resource Group, Inc.",,"Sledge Creek could contain a largely unmined placer deposit (C.C. Hawley, personal observation, 1994, 2000).",This report,64.63624,-165.50696,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
